Date,Region,OS_Name,Market_Share,Device_Category,Is_Active,Market_Concentration_Index
2017-06-01,Africa,Windows,31.7,Desktop,True,3418.6537
2017-07-01,Africa,Windows,29.5,Desktop,True,3393.7450000000003
2017-08-01,Africa,Windows,30.54,Desktop,True,3397.2008
2017-09-01,Africa,Windows,27.7,Desktop,True,3460.9941
2017-10-01,Africa,Windows,29.05,Desktop,True,3378.5409000000004
2017-11-01,Africa,Windows,30.37,Desktop,True,3293.3991000000005
2017-12-01,Africa,Windows,28.97,Desktop,True,3400.9557
2018-01-01,Africa,Windows,30.22,Desktop,True,3434.1865999999995
2018-02-01,Africa,Windows,31.33,Desktop,True,3418.9856999999997
2018-03-01,Africa,Windows,29.5,Desktop,True,3535.9386000000004
2018-04-01,Africa,Windows,29.41,Desktop,True,3540.5984
2018-05-01,Africa,Windows,30.39,Desktop,True,3601.5669999999996
2018-06-01,Africa,Windows,31.3,Desktop,True,3720.1265000000003
2018-07-01,Africa,Windows,31.19,Desktop,True,3690.2877000000003
2018-08-01,Africa,Windows,30.11,Desktop,True,3685.8151
2018-09-01,Africa,Windows,30.97,Desktop,True,3743.0535
2018-10-01,Africa,Windows,33.38,Desktop,True,3572.1158000000005
2018-11-01,Africa,Windows,32.7,Desktop,True,3200.4622000000004
2018-12-01,Africa,Windows,33.62,Desktop,True,3378.5477
2019-01-01,Africa,Windows,30.81,Desktop,True,3423.5405
2019-02-01,Africa,Windows,32.73,Desktop,True,3299.0259999999994
2019-03-01,Africa,Windows,34.75,Desktop,True,3602.136
2019-04-01,Africa,Windows,39.29,Desktop,True,3501.4907999999996
2019-05-01,Africa,Windows,33.95,Desktop,True,3498.6218
2019-06-01,Africa,Windows,32.83,Desktop,True,3431.8052
2019-07-01,Africa,Windows,30.76,Desktop,True,3392.9623
2019-08-01,Africa,Windows,28.66,Desktop,True,3531.0365
2019-09-01,Africa,Windows,29.72,Desktop,True,3639.7439999999997
2019-10-01,Africa,Windows,30.93,Desktop,True,3781.0486999999994
2019-11-01,Africa,Windows,31.15,Desktop,True,3655.0899999999997
2019-12-01,Africa,Windows,31.25,Desktop,True,3687.7589
2020-01-01,Africa,Windows,30.96,Desktop,True,3766.4567
2020-02-01,Africa,Windows,32.92,Desktop,True,3767.0737999999997
2020-03-01,Africa,Windows,32.65,Desktop,True,3836.9651000000003
2020-04-01,Africa,Windows,29.05,Desktop,True,3986.1378
2020-05-01,Africa,Windows,30.47,Desktop,True,3885.8896
2020-06-01,Africa,Windows,32.25,Desktop,True,3791.1677000000004
2020-07-01,Africa,Windows,31.14,Desktop,True,3809.1533999999992
2020-08-01,Africa,Windows,29.68,Desktop,True,3907.5378000000005
2020-09-01,Africa,Windows,31.15,Desktop,True,3908.1804999999995
2020-10-01,Africa,Windows,31.19,Desktop,True,3862.5892
2020-11-01,Africa,Windows,22.88,Desktop,True,4411.4502
2020-12-01,Africa,Windows,22.88,Desktop,True,4368.5464
2021-01-01,Africa,Windows,27.5,Desktop,True,3957.2402
2021-02-01,Africa,Windows,27.87,Desktop,True,3797.6362000000004
2021-03-01,Africa,Windows,22.06,Desktop,True,3976.9383
2021-04-01,Africa,Windows,22.67,Desktop,True,3871.4490999999994
2021-05-01,Africa,Windows,19.17,Desktop,True,4185.270600000001
2021-06-01,Africa,Windows,18.25,Desktop,True,4346.2261
2021-07-01,Africa,Windows,22.99,Desktop,True,3870.2090999999996
2021-08-01,Africa,Windows,23.38,Desktop,True,4068.5751999999998
2021-09-01,Africa,Windows,23.83,Desktop,True,4088.9863
2021-10-01,Africa,Windows,24.09,Desktop,True,4042.6788
2021-11-01,Africa,Windows,26.47,Desktop,True,3934.7511
2021-12-01,Africa,Windows,27.04,Desktop,True,3822.8539
2022-01-01,Africa,Windows,32.45,Desktop,True,3821.494700000001
2022-02-01,Africa,Windows,32.24,Desktop,True,3962.9665000000005
2022-03-01,Africa,Windows,35.49,Desktop,True,3849.0444999999995
2022-04-01,Africa,Windows,28.55,Desktop,True,3898.5788
2022-05-01,Africa,Windows,18.81,Desktop,True,4426.508699999999
2022-06-01,Africa,Windows,17.5,Desktop,True,4754.1094
2022-07-01,Africa,Windows,18.74,Desktop,True,4349.7456
2022-08-01,Africa,Windows,18.4,Desktop,True,4385.2381
2022-09-01,Africa,Windows,18.83,Desktop,True,4364.8001
2022-10-01,Africa,Windows,19.37,Desktop,True,4443.9897
2022-11-01,Africa,Windows,19.84,Desktop,True,4395.5543
2022-12-01,Africa,Windows,18.87,Desktop,True,4442.2344
2023-01-01,Africa,Windows,18.11,Desktop,True,4432.236
2023-02-01,Africa,Windows,14.82,Desktop,True,5103.431600000001
2023-03-01,Africa,Windows,18.45,Desktop,True,4116.9779
2023-04-01,Africa,Windows,17.41,Desktop,True,3828.0428
2023-05-01,Africa,Windows,17.02,Desktop,True,4131.3865000000005
2023-06-01,Africa,Windows,14.69,Desktop,True,5079.933899999999
2023-07-01,Africa,Windows,16.37,Desktop,True,4522.4498
2023-08-01,Africa,Windows,15.93,Desktop,True,4480.7905
2023-09-01,Africa,Windows,16.22,Desktop,True,4407.524300000001
2023-10-01,Africa,Windows,16.62,Desktop,True,4478.1028
2023-11-01,Africa,Windows,17.71,Desktop,True,4532.8924
2023-12-01,Africa,Windows,18.23,Desktop,True,4494.2706
2024-01-01,Africa,Windows,17.99,Desktop,True,4471.6994
2024-02-01,Africa,Windows,13.0,Desktop,True,5354.919099999999
2024-03-01,Africa,Windows,14.23,Desktop,True,4727.7492999999995
2024-04-01,Africa,Windows,14.07,Desktop,True,4836.2469
2024-05-01,Africa,Windows,14.59,Desktop,True,4894.159999999999
2024-06-01,Africa,Windows,15.11,Desktop,True,5124.570499999999
2024-07-01,Africa,Windows,17.89,Desktop,True,4660.8056
2024-08-01,Africa,Windows,16.19,Desktop,True,4737.049900000001
2024-09-01,Africa,Windows,16.1,Desktop,True,4695.1042
2024-10-01,Africa,Windows,15.91,Desktop,True,4509.0623
2024-11-01,Africa,Windows,15.76,Desktop,True,4600.4515
2024-12-01,Africa,Windows,14.98,Desktop,True,4655.354800000001
2025-01-01,Africa,Windows,14.06,Desktop,True,4650.393399999999
2025-02-01,Africa,Windows,13.47,Desktop,True,4725.3517999999995
2025-03-01,Africa,Windows,12.96,Desktop,True,4701.9366
2025-04-01,Africa,Windows,15.27,Desktop,True,4521.819599999999
2025-05-01,Africa,Windows,13.95,Desktop,True,4818.8243999999995
2025-06-01,Africa,Windows,11.33,Desktop,True,5303.335000000002
2025-07-01,Africa,Windows,15.34,Desktop,True,4217.4361
2025-08-01,Africa,Windows,15.84,Desktop,True,4091.4517000000005
2025-09-01,Africa,Windows,19.23,Desktop,True,3821.2099
2025-10-01,Africa,Windows,18.07,Desktop,True,3703.7966
2025-11-01,Africa,Windows,21.1,Desktop,True,3676.5010999999995
2025-12-01,Africa,Windows,21.53,Desktop,True,3540.3333000000002
2026-01-01,Africa,Windows,28.09,Desktop,True,3308.5485
2026-02-01,Africa,Windows,25.93,Desktop,True,3465.0497
2026-03-01,Africa,Windows,17.31,Desktop,True,3546.0562
2026-04-01,Africa,Windows,18.94,Desktop,True,3411.3019000000004
2009-01-01,Asia,Windows,97.48,Desktop,True,9504.092
2009-02-01,Asia,Windows,97.66,Desktop,True,9538.9636
2009-03-01,Asia,Windows,97.61,Desktop,True,9529.2585
2009-04-01,Asia,Windows,97.65,Desktop,True,9537.0377
2009-05-01,Asia,Windows,97.62,Desktop,True,9531.210000000001
2009-06-01,Asia,Windows,97.32,Desktop,True,9473.155599999998
2009-07-01,Asia,Windows,97.36,Desktop,True,9480.764000000001
2009-08-01,Asia,Windows,97.2,Desktop,True,9449.9771
2009-09-01,Asia,Windows,97.17,Desktop,True,9444.213300000001
2009-10-01,Asia,Windows,97.05,Desktop,True,9421.1099
2009-11-01,Asia,Windows,96.89,Desktop,True,9390.2736
2009-12-01,Asia,Windows,96.8,Desktop,True,9372.9154
2010-01-01,Asia,Windows,96.35,Desktop,True,9286.768499999998
2010-02-01,Asia,Windows,95.94,Desktop,True,9208.904999999999
2010-03-01,Asia,Windows,95.4,Desktop,True,9107.076100000002
2010-04-01,Asia,Windows,94.91,Desktop,True,9014.8982
2010-05-01,Asia,Windows,94.59,Desktop,True,8954.890000000001
2010-06-01,Asia,Windows,94.26,Desktop,True,8893.887
2010-07-01,Asia,Windows,93.9,Desktop,True,8827.362700000001
2010-08-01,Asia,Windows,93.41,Desktop,True,8737.1902
2010-09-01,Asia,Windows,92.04,Desktop,True,8486.757400000002
2010-10-01,Asia,Windows,91.98,Desktop,True,8476.2822
2010-11-01,Asia,Windows,91.82,Desktop,True,8447.3499
2010-12-01,Asia,Windows,92.53,Desktop,True,8574.9851
2011-01-01,Asia,Windows,91.87,Desktop,True,8456.6337
2011-02-01,Asia,Windows,91.24,Desktop,True,8342.999699999998
2011-03-01,Asia,Windows,90.69,Desktop,True,8245.0464
2011-04-01,Asia,Windows,90.15,Desktop,True,8150.521700000001
2011-05-01,Asia,Windows,89.43,Desktop,True,8024.013200000001
2011-06-01,Asia,Windows,87.25,Desktop,True,7650.4105
2011-07-01,Asia,Windows,86.94,Desktop,True,7599.686699999999
2011-08-01,Asia,Windows,86.52,Desktop,True,7529.581799999999
2011-09-01,Asia,Windows,86.24,Desktop,True,7482.786799999999
2011-10-01,Asia,Windows,86.09,Desktop,True,7455.6458
